name,id,ranking,ranking_points,born_year,versus,hand,height,victory_percentage,clay_victory_percentage,carpet_victory_percentage,grass_victory_percentage,hard_victory_percentage,ace_percentage,doublefault_percentage,first_serve_success_percentage,winning_on_1st_serve_percentage,winning_on_2nd_serve_percentage,overall_win_on_serve_percentage,breakpoint_faced_percentage,breakpoint_saved_percentage
Alexander Zverev,100644,0,0,1997,"{105138: ['D', 'D', 'V', 'V'], 103781: ['D'], 104586: ['D', 'D', 'D', 'V'], 104898: ['V', 'V', 'D'], 104022: ['V', 'V', 'V'], 105053: ['V'], 104735: ['V', 'V'], 103970: ['D', 'D'], 103656: ['D'], 106043: ['D'], 105777: ['D', 'V', 'V'], 104792: ['D', 'D', 'D'], 104947: ['D'], 105032: ['V'], 103794: ['V', 'V'], 104259: ['D', 'D', 'V'], 106207: ['V'], 104678: ['D', 'V', 'V', 'V'], 103813: ['V'], 103333: ['D'], 105062: ['V'], 105064: ['V', 'V', 'V'], 104571: ['D', 'V'], 104559: ['V'], 106045: ['D'], 104714: ['V'], 104338: ['V'], 103990: ['D', 'D'], 106415: ['V'], 104731: ['V', 'V', 'V', 'V'], 105238: ['V'], 105227: ['D', 'V', 'V', 'V', 'V'], 106432: ['D', 'D'], 104269: ['D', 'V', 'D'], 104871: ['D', 'V', 'V'], 144707: ['V'], 104607: ['D', 'D', 'D', 'D', 'V', 'V'], 104918: ['D'], 104563: ['V'], 103582: ['V'], 103908: ['D', 'V'], 105577: ['V'], 104468: ['V', 'V', 'V', 'V'], 103898: ['V', 'V'], 104471: ['V'], 104745: ['D', 'D', 'D'], 111581: ['V'], 105449: ['D'], 126094: ['V', 'V'], 104719: ['D', 'V'], 105526: ['V', 'V'], 104291: ['D', 'V', 'V'], 105676: ['V'], 106233: ['D', 'D', 'D', 'V', 'D'], 103819: ['D', 'V', 'D', 'V', 'D'], 106378: ['V', 'V'], 105311: ['V'], 105732: ['V'], 103565: ['V'], 104252: ['D'], 105438: ['D'], 126203: ['V'], 105332: ['V'], 104229: ['D', 'V'], 105216: ['D'], 104978: ['V'], 105554: ['D'], 111575: ['V'], 106421: ['V', 'V'], 104527: ['V', 'V'], 106058: ['V', 'D', 'D'], 104545: ['V', 'V', 'V'], 104542: ['D', 'V', 'D'], 105173: ['V', 'V'], 126207: ['V', 'V', 'D'], 105963: ['V'], 104327: ['D', 'V'], 105379: ['V', 'V'], 104755: ['V', 'V', 'V'], 103917: ['D'], 105487: ['V'], 106401: ['D', 'D', 'V', 'D'], 104312: ['V'], 103852: ['V'], 104597: ['V'], 111202: ['D'], 105550: ['V'], 104655: ['D'], 104926: ['V', 'V'], 105683: ['V', 'D'], 104925: ['V'], 104180: ['D'], 103893: ['V'], 105539: ['V'], 124116: ['V'], 111442: ['V'], 105815: ['V'], 105453: ['V'], 133430: ['V'], 105985: ['V'], 106000: ['D'], 105223: ['D']}",R,198.0,62.56684491978609,64.91228070175438,0,68.96551724137932,59.4059405940594,8.701891715590346,4.9771689497716896,62.028701891715585,44.94455316373124,19.34116112198304,64.28571428571428,49.28989139515455,30.32581453634085
Ivo Karlovic,103333,0,0,1979,"{103851: ['V'], 102556: ['V'], 101820: ['D'], 102788: ['D'], 101647: ['V'], 103084: ['D'], 103428: ['D', 'V'], 103292: ['D'], 102925: ['V'], 103598: ['D', 'V'], 104417: ['V', 'D', 'V', 'D'], 103206: ['D', 'V'], 104339: ['D', 'V', 'D'], 103294: ['V', 'D'], 103252: ['D', 'D'], 103720: ['V', 'V', 'V', 'D', 'V', 'D'], 103385: ['V'], 103018: ['D', 'V', 'V', 'V'], 102456: ['V'], 102271: ['V'], 102854: ['D'], 102821: ['V'], 103017: ['V', 'D', 'D', 'D', 'D'], 101885: ['D', 'D'], 103852: ['D', 'V', 'V', 'D', 'D', 'V', 'V', 'V', 'V', 'D'], 103521: ['V'], 104230: ['D'], 102998: ['V'], 102358: ['V'], 103971: ['D'], 103169: ['V', 'V'], 103819: ['D', 'D', 'D', 'D', 'D', 'D', 'V', 'D', 'D', 'D', 'D', 'D', 'D', 'D'], 102644: ['V'], 103285: ['D', 'D', 'D', 'V', 'D', 'V', 'V'], 103781: ['D', 'D', 'D', 'D', 'V', 'V'], 102318: ['D', 'V'], 104745: ['D', 'D', 'D', 'D', 'D'], 103163: ['V', 'D', 'V', 'V', 'V', 'D'], 103990: ['V', 'V', 'V'], 102845: ['D', 'D', 'D', 'D'], 103408: ['V'], 104166: ['D', 'V', 'V'], 103325: ['V'], 103498: ['D', 'V', 'V'], 102950: ['D'], 104098: ['D', 'D', 'D', 'V'], 102257: ['D', 'D', 'V', 'V', 'D'], 103096: ['D', 'V', 'D', 'V', 'D', 'V'], 102834: ['D'], 102344: ['D'], 103387: ['V', 'D'], 103153: ['V'], 102450: ['D'], 103103: ['V', 'V', 'D'], 102374: ['V'], 103888: ['V', 'V', 'V', 'D', 'V', 'V'], 101774: ['D'], 102765: ['D'], 104053: ['V', 'D', 'D', 'D', 'D', 'D'], 103900: ['D', 'D'], 104597: ['D', 'D', 'D'], 103455: ['V'], 103602: ['V', 'V', 'V'], 102720: ['V', 'V'], 102563: ['V', 'D', 'V', 'V'], 103694: ['D', 'D', 'V'], 103898: ['V', 'D', 'V', 'V', 'V'], 103820: ['V'], 103507: ['D', 'D'], 104755: ['D', 'V', 'D', 'D', 'D', 'D'], 102202: ['V', 'D'], 103240: ['D'], 103786: ['D', 'V', 'D', 'D', 'D', 'D', 'D', 'D'], 104198: ['D', 'D', 'V', 'V'], 104499: ['V', 'D', 'V'], 103110: ['D'], 101736: ['D'], 103789: ['D'], 102539: ['D'], 104214: ['V', 'V', 'D'], 103344: ['V', 'V'], 102783: ['V', 'V'], 102905: ['D'], 103451: ['V'], 102567: ['D'], 103812: ['V', 'D'], 103709: ['V', 'V'], 104154: ['D', 'V'], 102148: ['D', 'D'], 104269: ['D', 'V', 'V', 'V', 'D', 'D', 'D'], 104001: ['D'], 105095: ['V', 'V', 'V'], 104527: ['D', 'D', 'V', 'D', 'D', 'D', 'V'], 102106: ['V'], 102035: ['V', 'D', 'V'], 103484: ['D', 'V', 'V', 'V', 'D', 'D', 'V', 'V', 'V'], 103535: ['V'], 102565: ['V'], 104783: ['V'], 103821: ['D'], 104068: ['D', 'V'], 104217: ['V', 'D'], 104607: ['D', 'V', 'V', 'D', 'V', 'V', 'D', 'V'], 103181: ['V'], 103566: ['D', 'D', 'D'], 104864: ['V'], 103843: ['V', 'D', 'V'], 103794: ['V', 'V', 'V', 'V', 'V', 'V', 'D', 'V'], 102703: ['V'], 103970: ['D', 'D', 'V', 'D', 'D'], 103188: ['V', 'D', 'D'], 105023: ['D', 'D', 'D', 'V', 'D', 'D'], 102434: ['V'], 102987: ['V'], 104918: ['D', 'D', 'D', 'D', 'D', 'D', 'D'], 104312: ['D', 'V', 'V'], 103454: ['V'], 104026: ['V'], 103701: ['V'], 103656: ['V', 'D', 'V', 'V'], 103151: ['V'], 104468: ['V', 'D', 'V', 'V'], 105223: ['V', 'D', 'D', 'D', 'D', 'D'], 104250: ['V'], 104925: ['V', 'D', 'V'], 104660: ['D', 'D', 'V', 'V', 'V', 'V'], 102512: ['V'], 104545: ['V', 'D', 'V', 'D', 'V'], 104305: ['D'], 104571: ['V', 'D', 'D', 'D', 'V'], 102839: ['D', 'V'], 103573: ['V'], 104999: ['V', 'V', 'V'], 104792: ['D', 'V', 'V', 'D', 'D', 'D'], 103908: ['V', 'D', 'V'], 103808: ['V'], 105064: ['V', 'V', 'D'], 104076: ['V'], 104259: ['V', 'D', 'V', 'D', 'D'], 104216: ['D'], 104349: ['D'], 104268: ['D', 'V', 'D'], 103748: ['V'], 103722: ['V', 'D', 'V'], 104779: ['V'], 104534: ['V', 'V', 'V', 'V', 'V', 'V'], 104022: ['D', 'D', 'D', 'V', 'D'], 104620: ['D', 'V'], 103999: ['V'], 104332: ['V', 'V', 'D', 'V'], 104559: ['V', 'V'], 103917: ['V'], 104655: ['V', 'D'], 104523: ['D'], 103401: ['V'], 104500: ['V', 'D'], 104314: ['V'], 104262: ['V'], 103997: ['D', 'D', 'D', 'V'], 105041: ['V', 'V', 'D'], 104327: ['V'], 104542: ['V', 'V', 'D', 'V'], 103868: ['D'], 104593: ['V', 'V'], 104330: ['V', 'D'], 104371: ['V'], 105070: ['V'], 104926: ['V'], 105099: ['V'], 105098: ['V'], 105227: ['D', 'D', 'V', 'V', 'D', 'V'], 104978: ['V', 'D', 'V'], 105208: ['D', 'D', 'D'], 105583: ['V', 'V', 'V', 'V', 'V', 'V'], 104586: ['V', 'V', 'V'], 104471: ['D', 'D', 'D', 'D'], 104976: ['V', 'D'], 104386: ['D', 'V', 'V'], 104594: ['V', 'D', 'V'], 104252: ['D', 'V'], 103857: ['V'], 104731: ['D', 'V', 'D', 'D'], 106045: ['D', 'V', 'D', 'V'], 104338: ['V', 'V', 'D'], 105238: ['D', 'D', 'V', 'D'], 105379: ['D', 'D', 'D', 'D'], 104122: ['V'], 104882: ['V'], 105453: ['V', 'V', 'D', 'D'], 104424: ['V'], 104035: ['D'], 104724: ['D'], 104229: ['D', 'V', 'D', 'V', 'V'], 104932: ['V', 'V'], 104719: ['V', 'D', 'V', 'V'], 105683: ['D', 'V'], 104273: ['V', 'D', 'V', 'D'], 105065: ['D'], 105777: ['V', 'D', 'V', 'D', 'D', 'D'], 105449: ['D', 'D', 'V', 'D', 'V', 'V'], 106058: ['V', 'V', 'D', 'V', 'V'], 105733: ['D'], 105577: ['V', 'D', 'D', 'D'], 106228: ['V'], 104997: ['V', 'V'], 105173: ['V', 'V', 'D', 'V'], 105051: ['D', 'V', 'D'], 106071: ['D', 'D', 'V', 'V'], 104797: ['V'], 111575: ['V', 'V', 'V'], 104460: ['D', 'D', 'V', 'V'], 105032: ['V', 'V'], 105807: ['V'], 104735: ['V'], 110748: ['V'], 106210: ['V', 'D', 'D', 'V'], 104890: ['V'], 104871: ['D', 'D', 'V'], 104433: ['D', 'V'], 105332: ['V'], 103813: ['V'], 105376: ['D', 'D'], 105643: ['V', 'V', 'D', 'V', 'D'], 106298: ['D', 'D'], 105932: ['V', 'V', 'D'], 105074: ['V'], 106401: ['D', 'D', 'D', 'D'], 105572: ['D'], 106423: ['V'], 105385: ['V', 'V', 'D'], 105992: ['D'], 106432: ['V', 'V'], 105147: ['V'], 104898: ['D'], 105053: ['V'], 100644: ['V'], 111200: ['V'], 105011: ['V', 'V'], 104291: ['V'], 123755: ['V'], 105668: ['V'], 105373: ['V'], 105441: ['D'], 105311: ['D'], 111442: ['V'], 104180: ['D', 'V', 'D'], 105723: ['V', 'V'], 104548: ['V'], 126203: ['V'], 111577: ['V'], 144707: ['V'], 106000: ['V', 'V'], 104547: ['V', 'D'], 106225: ['V'], 105676: ['D'], 103607: ['D'], 106415: ['D'], 105138: ['V'], 126774: ['V', 'D'], 111578: ['V'], 106421: ['V'], 111460: ['D'], 106216: ['D'], 105550: ['V']}",R,208.0,53.12977099236641,42.3728813559322,47.05882352941176,64.81481481481481,53.398058252427184,23.36749578494705,4.074866917991172,65.50665883645594,54.153484759505176,18.37384204444276,72.52732680394794,27.722543352601154,19.664739884393065
Aqeel Khan,103499,0,0,1980,"{108880: ['V'], 106991: ['V'], 102812: ['D'], 102543: ['D'], 108593: ['D'], 104499: ['D', 'D', 'D'], 104229: ['D', 'D'], 108623: ['V'], 103659: ['V'], 103337: ['D'], 103817: ['V', 'D'], 103066: ['D', 'D'], 102863: ['D'], 103514: ['D'], 103682: ['V', 'D'], 103821: ['D'], 103921: ['D'], 104036: ['V'], 103602: ['D'], 103201: ['D'], 103387: ['D'], 104251: ['V', 'D'], 104250: ['D'], 102233: ['D'], 104261: ['D'], 102558: ['V'], 102821: ['D'], 108945: ['V'], 104702: ['D'], 108692: ['V'], 104600: ['D'], 104591: ['V', 'D'], 104299: ['D'], 104907: ['D'], 108746: ['D'], 108688: ['V'], 105255: ['D'], 108618: ['V'], 108594: ['D', 'V'], 108747: ['V'], 104631: ['D'], 104677: ['V'], 104368: ['D'], 109529: ['V'], 106392: ['V'], 103600: ['D'], 126681: ['V'], 105177: ['V'], 105490: ['V'], 106237: ['D'], 105585: ['D'], 105566: ['V'], 106397: ['V'], 105579: ['V']}",R,0.0,39.682539682539684,38.095238095238095,0.0,50.0,37.03703703703704,5.647058823529412,4.470588235294118,56.470588235294116,41.647058823529406,21.41176470588235,63.058823529411754,72.3076923076923,50.76923076923077
Aisam Ul Haq Qureshi,103529,0,0,1980,"{103821: ['V', 'V'], 103387: ['D', 'V'], 102957: ['V'], 102087: ['D'], 102787: ['D'], 102543: ['V'], 102277: ['D'], 108593: ['V'], 102537: ['V'], 104229: ['V', 'V'], 104499: ['D', 'V', 'D'], 108622: ['V'], 103427: ['V'], 108631: ['V'], 103659: ['V'], 103817: ['V'], 103337: ['D'], 102131: ['D'], 103682: ['V'], 103514: ['D'], 102035: ['D'], 104036: ['V'], 103066: ['D'], 103454: ['D'], 104339: ['D'], 104251: ['V'], 103523: ['V'], 104250: ['V'], 104261: ['D'], 103888: ['V'], 103516: ['V'], 101868: ['D'], 104678: ['D'], 104755: ['V'], 104259: ['D'], 104014: ['V'], 103498: ['D'], 104417: ['D'], 103794: ['V'], 102148: ['D'], 104639: ['D'], 102845: ['D'], 108691: ['V'], 108728: ['V'], 104299: ['V', 'D'], 105030: ['V'], 104907: ['D'], 108688: ['V'], 105790: ['D'], 108618: ['V'], 105255: ['D'], 104631: ['D'], 108747: ['V'], 104368: ['D'], 104677: ['D'], 104591: ['V'], 111181: ['D'], 121908: ['V'], 105490: ['V'], 103875: ['V'], 105579: ['V'], 106397: ['D']}",R,183.0,54.41176470588235,53.84615384615385,0,58.620689655172406,50.0,14.779270633397312,5.2463211772232885,61.10044785668586,47.79270633397313,19.64171465131158,67.4344209852847,39.75903614457831,26.506024096385545
Stephane Robert,103565,0,0,1980,"{103151: ['D'], 103726: ['V'], 103632: ['D'], 104476: ['V'], 103582: ['D'], 103808: ['V'], 103656: ['D'], 104717: ['V'], 104292: ['V', 'D'], 104460: ['V'], 103970: ['V'], 103852: ['D'], 104676: ['V'], 105227: ['D'], 102905: ['V'], 103722: ['D', 'D'], 104797: ['D'], 103794: ['D'], 104792: ['D', 'D'], 104735: ['D'], 104919: ['V', 'D', 'V'], 103566: ['D'], 104332: ['D'], 104850: ['V'], 104269: ['D'], 104312: ['D', 'D'], 103535: ['V'], 103786: ['D', 'D'], 105385: ['D'], 104053: ['D'], 104890: ['V'], 103598: ['D'], 104597: ['D', 'D'], 104607: ['V', 'D'], 104926: ['D'], 103694: ['D'], 105453: ['D'], 104273: ['D'], 104268: ['V'], 105332: ['D'], 105874: ['V'], 104755: ['D', 'D'], 105379: ['V', 'D', 'V'], 104308: ['V'], 105373: ['V', 'D'], 104918: ['D'], 104731: ['D', 'D', 'V'], 103812: ['D'], 104166: ['V'], 105292: ['V'], 105208: ['D'], 106401: ['D'], 104719: ['D', 'V'], 104678: ['D'], 106378: ['D'], 105154: ['V'], 105064: ['D', 'D'], 106216: ['V'], 104330: ['V'], 105807: ['D', 'D'], 105341: ['V'], 104198: ['D', 'V'], 104925: ['D'], 100644: ['D'], 105454: ['V'], 104655: ['D'], 105223: ['D'], 105438: ['V'], 105992: ['D'], 104022: ['D'], 103908: ['V'], 105643: ['V', 'D'], 104291: ['D'], 103285: ['D'], 126203: ['D'], 104586: ['V'], 106421: ['V'], 104259: ['D'], 105077: ['D', 'D'], 103917: ['D'], 105449: ['D', 'D'], 105583: ['D'], 105676: ['D'], 104534: ['V'], 103819: ['D'], 105777: ['D'], 106071: ['D']}",R,185.0,33.94495412844037,30.952380952380953,0,30.0,36.84210526315789,4.691442991511815,5.368203716448726,53.24615737554485,36.70566643725625,21.74810736407433,58.45377380133058,69.39234808702176,38.48462115528882
Victor Estrella,103607,0,0,1980,"{103829: ['V'], 104258: ['V'], 104421: ['V'], 103905: ['V'], 102740: ['V'], 102887: ['D'], 108651: ['V'], 108678: ['V'], 104655: ['V', 'D'], 103746: ['D'], 104210: ['D', 'V'], 108941: ['V'], 103828: ['D'], 108939: ['V'], 105053: ['D', 'D'], 105656: ['V'], 104763: ['V', 'V'], 104658: ['V'], 104269: ['D', 'D'], 108952: ['V'], 105221: ['V'], 104673: ['D'], 108713: ['V'], 108715: ['V'], 104700: ['V'], 103739: ['V'], 104395: ['D'], 105683: ['D', 'D'], 105166: ['D', 'V'], 103525: ['V'], 105935: ['D'], 106198: ['V'], 105156: ['V'], 105334: ['V'], 105961: ['V'], 104535: ['V'], 105471: ['V'], 106032: ['V'], 105173: ['D', 'D'], 106426: ['V'], 105431: ['V'], 104268: ['D'], 105668: ['D'], 103898: ['V'], 105023: ['D', 'D'], 106210: ['D'], 106228: ['V'], 104755: ['V', 'D'], 106071: ['D', 'D'], 104594: ['D'], 104735: ['V'], 103852: ['V', 'V', 'D'], 104997: ['V'], 106432: ['V'], 104678: ['D', 'V'], 103781: ['D'], 104007: ['V'], 105952: ['V', 'V'], 105373: ['V', 'D'], 105064: ['V', 'V', 'V'], 104229: ['D'], 108786: ['V'], 105985: ['V'], 103582: ['D', 'D'], 105032: ['D', 'D'], 104620: ['V', 'D'], 103970: ['D'], 106233: ['V', 'D'], 105227: ['V'], 104386: ['V'], 105138: ['D'], 105807: ['D', 'D'], 104607: ['D'], 104571: ['D'], 103794: ['V'], 104527: ['D'], 105111: ['V'], 105271: ['V'], 105216: ['V'], 111797: ['V'], 104545: ['D'], 106058: ['D', 'D'], 104460: ['V'], 104259: ['D'], 105051: ['V'], 105577: ['D'], 105385: ['V'], 104542: ['D'], 104978: ['D'], 105550: ['V', 'V'], 105413: ['V', 'V'], 105077: ['V'], 106412: ['V'], 126203: ['D'], 104180: ['D', 'D'], 111202: ['D', 'D'], 105062: ['V'], 104871: ['D'], 105649: ['V'], 105676: ['D'], 106045: ['V'], 105311: ['D', 'D'], 105011: ['V'], 104330: ['V'], 104719: ['D'], 106261: ['V'], 111442: ['D'], 104926: ['D'], 104586: ['D'], 105379: ['V'], 103333: ['V'], 105943: ['V'], 103893: ['V'], 106329: ['D'], 105589: ['D'], 111577: ['D'], 104559: ['V'], 127157: ['D'], 105208: ['D'], 104505: ['D']}",R,173.0,53.02013422818792,65.15151515151516,0,25.0,46.96969696969697,4.635083226632522,3.1498079385403335,64.8527528809219,43.64916773367477,17.733674775928296,61.382842509603066,60.48454469507101,35.67251461988304
Jurgen Melzer,103781,0,0,1981,"{102694: ['V', 'D'], 103017: ['D', 'D', 'D', 'D', 'D', 'D', 'D', 'V', 'D'], 102776: ['D'], 102227: ['D', 'V'], 102882: ['D', 'D'], 102765: ['D'], 103206: ['D', 'V'], 102148: ['V', 'D', 'D', 'V'], 103356: ['D'], 102247: ['V'], 102839: ['D', 'D', 'V', 'V'], 102968: ['D'], 103789: ['D', 'V'], 103908: ['V', 'V', 'D', 'V'], 103176: ['D', 'D', 'V'], 103151: ['V', 'D'], 103163: ['V', 'D', 'V'], 102562: ['D', 'D', 'D'], 102434: ['V', 'D', 'D', 'V', 'D', 'V'], 102860: ['V', 'D', 'V'], 103812: ['V', 'D', 'D', 'D', 'V', 'V', 'V', 'D'], 102845: ['D'], 102257: ['D', 'V', 'D'], 102855: ['V'], 103454: ['D', 'V', 'D'], 103656: ['V', 'D', 'V', 'V', 'D', 'V'], 103970: ['D', 'D', 'D', 'V', 'V', 'D', 'D', 'D', 'D'], 102318: ['D', 'V'], 104259: ['D', 'D', 'V', 'D', 'V', 'D'], 102783: ['D', 'D', 'V', 'V'], 102143: ['V'], 102382: ['V'], 102269: ['V'], 103184: ['V'], 104068: ['D', 'D', 'D', 'D'], 102886: ['D'], 103264: ['D', 'V'], 103990: ['V', 'D', 'V', 'V', 'D', 'D', 'D', 'V'], 103252: ['D', 'V'], 103898: ['D', 'D', 'V', 'D', 'D', 'V', 'D', 'D'], 103602: ['V', 'V', 'D', 'D'], 102035: ['D'], 104548: ['V'], 103507: ['D', 'D', 'V', 'D', 'D', 'V', 'V'], 103387: ['D'], 103758: ['V', 'V'], 102202: ['V', 'D'], 103888: ['V', 'V', 'D', 'V', 'V'], 101736: ['D', 'V', 'V'], 103971: ['V'], 103899: ['V'], 103813: ['D', 'D', 'D', 'D'], 102538: ['V'], 103694: ['V', 'V', 'D', 'D', 'V', 'V', 'V'], 104019: ['D'], 104214: ['V', 'V', 'D', 'V', 'D'], 103598: ['D', 'V', 'D', 'D', 'V'], 103401: ['V', 'V'], 103917: ['V', 'D', 'V'], 102642: ['D', 'D'], 103506: ['D'], 103428: ['V', 'D', 'V', 'D'], 103498: ['D', 'V', 'V', 'V', 'V'], 103566: ['V', 'D', 'V', 'V'], 102271: ['V'], 103408: ['V'], 103333: ['V', 'V', 'V', 'V', 'D', 'D'], 102450: ['V', 'D', 'D'], 101774: ['D', 'V'], 103720: ['D', 'D', 'D', 'D', 'D', 'D', 'D'], 103103: ['V', 'V'], 103319: ['D'], 104098: ['D', 'D', 'V', 'D', 'V', 'V'], 101965: ['V'], 102571: ['V'], 102494: ['V', 'V'], 102869: ['V'], 102854: ['D'], 103478: ['V'], 104053: ['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'], 103581: ['D'], 103900: ['D', 'V'], 104021: ['V'], 104180: ['V', 'V', 'D'], 103294: ['V'], 103786: ['D', 'D', 'D', 'D', 'V', 'D', 'D'], 102811: ['V'], 104269: ['D', 'V', 'D', 'D', 'D', 'D', 'V', 'D', 'V'], 103292: ['V'], 103444: ['D'], 104607: ['V', 'D', 'V', 'D', 'D', 'D', 'D'], 104025: ['V', 'D'], 101885: ['D', 'V', 'D'], 104076: ['D', 'V'], 102834: ['V', 'V'], 102785: ['V'], 104022: ['V', 'V', 'D', 'D', 'D', 'D', 'D'], 103909: ['D', 'D'], 103344: ['V', 'V', 'V', 'V', 'V'], 102231: ['V'], 104439: ['V'], 103171: ['V', 'V'], 103516: ['V'], 103174: ['V'], 104117: ['V'], 102905: ['V'], 104755: ['V', 'V', 'D', 'D', 'D'], 103752: ['V', 'V'], 104792: ['D', 'D', 'D', 'D', 'V'], 103009: ['V'], 104433: ['V'], 104372: ['V', 'V'], 103169: ['V', 'V'], 103018: ['V'], 104338: ['D', 'D', 'D', 'D', 'V', 'D', 'D', 'D'], 103852: ['V', 'D', 'V', 'V', 'D', 'V', 'V'], 104417: ['D', 'D'], 103997: ['V', 'V', 'V'], 102967: ['V', 'D'], 104925: ['D', 'D', 'V', 'D'], 104198: ['V', 'D', 'V', 'V'], 103181: ['D', 'V', 'V'], 103240: ['D'], 103035: ['D'], 104160: ['D'], 104371: ['V'], 103228: ['V', 'V', 'V', 'V'], 102950: ['V'], 103455: ['V'], 104468: ['V', 'D', 'V', 'D', 'D', 'D'], 103105: ['V'], 103835: ['V', 'D', 'D'], 104339: ['D', 'V'], 104136: ['V'], 103580: ['V'], 104589: ['V'], 103484: ['D', 'D'], 104095: ['V'], 103084: ['D', 'D', 'D'], 104070: ['V'], 104229: ['D', 'V'], 103373: ['D', 'V'], 102565: ['V'], 104154: ['V', 'V', 'V'], 105095: ['V', 'D', 'D'], 103487: ['D'], 103701: ['V'], 105223: ['D', 'D', 'D', 'D', 'V', 'D'], 104312: ['D', 'D', 'V', 'V', 'D', 'V', 'V'], 105064: ['V', 'D'], 103672: ['V'], 105385: ['V', 'V', 'D'], 104678: ['V', 'V', 'V', 'D'], 104542: ['D', 'D', 'D', 'D', 'D', 'D'], 102381: ['V'], 104898: ['V', 'V', 'V', 'V'], 103857: ['D', 'D', 'V', 'V'], 105227: ['D', 'D', 'D', 'V', 'D', 'V', 'D', 'D', 'D', 'V'], 103632: ['V'], 104919: ['V', 'V'], 103808: ['V', 'V'], 104217: ['V'], 103096: ['V', 'D', 'V', 'D'], 104545: ['V', 'V', 'D', 'V', 'D'], 104327: ['D', 'D', 'V'], 104918: ['D', 'D', 'D', 'D', 'D', 'D', 'D'], 103429: ['V'], 105028: ['V'], 104527: ['V', 'D', 'D', 'V'], 104745: ['D', 'D', 'D', 'V'], 104947: ['V'], 104676: ['V', 'V', 'V'], 104523: ['V'], 104593: ['V', 'V', 'D', 'V', 'V'], 103714: ['D'], 104273: ['D', 'V'], 104655: ['V', 'D', 'V', 'D'], 103843: ['V'], 103285: ['V', 'V'], 104386: ['V', 'D'], 103722: ['D', 'D'], 104314: ['V'], 104871: ['V', 'V', 'D', 'D'], 105558: ['V'], 104639: ['V', 'D'], 103794: ['V'], 105453: ['V', 'D', 'D', 'D'], 103470: ['V'], 105051: ['D'], 104926: ['V', 'V', 'V'], 104978: ['V'], 105011: ['V', 'V'], 104620: ['V'], 105373: ['V', 'D'], 105041: ['V', 'D', 'V'], 104268: ['V', 'V', 'V'], 104332: ['D', 'D', 'D', 'V'], 104731: ['V', 'D', 'D'], 104597: ['D', 'V', 'V', 'D', 'V', 'D'], 104534: ['V', 'V', 'V'], 104559: ['V'], 104628: ['V'], 104999: ['D', 'V', 'D', 'V'], 104460: ['V'], 103819: ['D', 'D', 'D', 'V', 'D'], 104724: ['V'], 104979: ['D', 'D'], 104225: ['V'], 105166: ['D'], 105053: ['V', 'V', 'D', 'D'], 105208: ['D'], 105575: ['V', 'V', 'D'], 103248: ['V'], 105738: ['V'], 104890: ['V'], 104672: ['V'], 105137: ['V'], 104571: ['V', 'D'], 104619: ['V', 'V', 'D'], 104719: ['V', 'V', 'D', 'D'], 104252: ['D'], 104586: ['D', 'V'], 103799: ['V'], 103573: ['V'], 103582: ['D', 'D'], 104166: ['V'], 104797: ['V'], 104471: ['V', 'V'], 105683: ['V', 'D'], 105065: ['D'], 105147: ['D'], 105023: ['D', 'D', 'V'], 105404: ['V'], 105614: ['D'], 105577: ['D'], 104665: ['V', 'D'], 105238: ['V', 'D'], 104122: ['V'], 105676: ['V', 'V', 'V', 'D', 'D'], 105777: ['D', 'D'], 106045: ['V', 'V'], 105286: ['D'], 105062: ['V', 'V'], 105138: ['V', 'D', 'V'], 104500: ['V'], 104997: ['D', 'D'], 105311: ['D', 'D', 'V', 'D'], 104735: ['V', 'D'], 105077: ['V', 'D'], 104644: ['V'], 104714: ['V'], 104660: ['V'], 105668: ['D', 'V'], 106233: ['D', 'V'], 105217: ['V', 'D'], 105332: ['V'], 105539: ['D'], 105643: ['V'], 100644: ['V'], 105807: ['V', 'D'], 106210: ['D'], 105554: ['D'], 106058: ['D'], 111781: ['V'], 108761: ['V'], 105613: ['V'], 103607: ['V'], 111200: ['D'], 106261: ['V'], 105992: ['V'], 106043: ['D'], 106000: ['V'], 105173: ['V'], 105723: ['D'], 104932: ['V'], 106121: ['V'], 105589: ['D'], 125802: ['D']}",L,183.0,51.16618075801749,52.10084033613446,40.0,52.702702702702695,50.847457627118644,6.715769519371273,3.597804194147151,61.36211050116505,42.8043916117057,19.537143082816634,62.34153469452233,56.387047424783276,33.91126976032636
